POTENTIALID,ACTIVITY_TIMESTAMP,ACTIVITY,CONTACTID,ACCOUNTID,INVOICEGRANDTOTAL,DEALSTAGE,EMAIL_VOC,CALL_VOC,EVENT_VOC,QUOTE_VOC,SALESORDER_VOC,INVOICE_VOC,CLASS_TAG
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T11:56:23.195106,call,CONTACT8,ACCOUNT8,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T12:06:23.195106,call,CONTACT8,ACCOUNT8,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T12:16:23.195106,meeting,CONTACT8,ACCOUNT8,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T12:26:23.195106,call,CONTACT8,ACCOUNT8,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T12:36:23.195106,quote,CONTACT8,ACCOUNT8,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T12:46:23.195106,salesorder,CONTACT8,ACCOUNT8,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
4842c1f1-93d3-4b38-87e5-1391afc7d439,2025-06-29T12:56:23.195106,invoice,CONTACT8,ACCOUNT8,8659,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
48583bf4-e1cd-439d-aaa1-3771e85f9a71,2025-06-03T11:46:23.188851,mail,CONTACT3,ACCOUNT3,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
48583bf4-e1cd-439d-aaa1-3771e85f9a71,2025-06-03T11:56:23.188851,meeting,CONTACT3,ACCOUNT3,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
48583bf4-e1cd-439d-aaa1-3771e85f9a71,2025-06-03T12:06:23.188851,call,CONTACT3,ACCOUNT3,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
48583bf4-e1cd-439d-aaa1-3771e85f9a71,2025-06-03T12:16:23.188851,quote,CONTACT3,ACCOUNT3,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
48583bf4-e1cd-439d-aaa1-3771e85f9a71,2025-06-03T12:26:23.188851,salesorder,CONTACT3,ACCOUNT3,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
48583bf4-e1cd-439d-aaa1-3771e85f9a71,2025-06-03T12:36:23.188851,invoice,CONTACT3,ACCOUNT3,7996,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T11:46:23.195106,mail,CONTACT29,ACCOUNT29,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T11:56:23.195106,call,CONTACT29,ACCOUNT29,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T12:06:23.195106,call,CONTACT29,ACCOUNT29,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T12:16:23.195106,meeting,CONTACT29,ACCOUNT29,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T12:26:23.195106,call,CONTACT29,ACCOUNT29,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T12:36:23.195106,quote,CONTACT29,ACCOUNT29,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T12:46:23.195106,salesorder,CONTACT29,ACCOUNT29,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
4fd7bd53-e93d-4961-a8af-43ffc8fe43fd,2025-06-07T12:56:23.195106,invoice,CONTACT29,ACCOUNT29,4399,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
5093bf78-89dd-4f06-937c-84fdd17fc0b6,2025-06-27T11:46:23.188851,mail,CONTACT39,ACCOUNT39,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
5093bf78-89dd-4f06-937c-84fdd17fc0b6,2025-06-27T11:56:23.188851,meeting,CONTACT39,ACCOUNT39,,needs analysis,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
5093bf78-89dd-4f06-937c-84fdd17fc0b6,2025-06-27T12:06:23.188851,call,CONTACT39,ACCOUNT39,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
5093bf78-89dd-4f06-937c-84fdd17fc0b6,2025-06-27T12:16:23.188851,quote,CONTACT39,ACCOUNT39,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
5093bf78-89dd-4f06-937c-84fdd17fc0b6,2025-06-27T12:26:23.188851,salesorder,CONTACT39,ACCOUNT39,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
5093bf78-89dd-4f06-937c-84fdd17fc0b6,2025-06-27T12:36:23.188851,invoice,CONTACT39,ACCOUNT39,9748,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T11:46:23.195106,mail,CONTACT45,ACCOUNT45,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T11:56:23.195106,call,CONTACT45,ACCOUNT45,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T12:06:23.195106,call,CONTACT45,ACCOUNT45,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T12:16:23.195106,meeting,CONTACT45,ACCOUNT45,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T12:26:23.195106,call,CONTACT45,ACCOUNT45,,negotiation,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T12:36:23.195106,quote,CONTACT45,ACCOUNT45,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T12:46:23.195106,salesorder,CONTACT45,ACCOUNT45,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
5168aa96-1aeb-4b4f-ae99-ce64f26ec924,2025-06-28T12:56:23.195106,invoice,CONTACT45,ACCOUNT45,463,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T11:46:23.195106,mail,CONTACT33,ACCOUNT33,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T11:56:23.195106,call,CONTACT33,ACCOUNT33,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T12:06:23.195106,call,CONTACT33,ACCOUNT33,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T12:16:23.195106,meeting,CONTACT33,ACCOUNT33,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T12:26:23.195106,call,CONTACT33,ACCOUNT33,,negotiation,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T12:36:23.195106,quote,CONTACT33,ACCOUNT33,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T12:46:23.195106,salesorder,CONTACT33,ACCOUNT33,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
521677b9-dbf5-46c7-81d2-84c4f53e9f77,2025-06-15T12:56:23.195106,invoice,CONTACT33,ACCOUNT33,7014,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T11:46:23.195106,mail,CONTACT19,ACCOUNT19,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T11:56:23.195106,call,CONTACT19,ACCOUNT19,,qualification,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T12:06:23.195106,call,CONTACT19,ACCOUNT19,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T12:16:23.195106,meeting,CONTACT19,ACCOUNT19,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T12:26:23.195106,call,CONTACT19,ACCOUNT19,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T12:36:23.195106,quote,CONTACT19,ACCOUNT19,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T12:46:23.195106,salesorder,CONTACT19,ACCOUNT19,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
521ac0b7-701f-47f6-ab9e-9543d4ff40fe,2025-06-15T12:56:23.195106,invoice,CONTACT19,ACCOUNT19,1824,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T11:46:23.195106,mail,CONTACT3,ACCOUNT3,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T11:56:23.195106,call,CONTACT3,ACCOUNT3,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T12:06:23.195106,call,CONTACT3,ACCOUNT3,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T12:16:23.195106,meeting,CONTACT3,ACCOUNT3,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T12:26:23.195106,call,CONTACT3,ACCOUNT3,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T12:36:23.195106,quote,CONTACT3,ACCOUNT3,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T12:46:23.195106,salesorder,CONTACT3,ACCOUNT3,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
576d6e09-6886-4cb9-ba28-7dca5afee09a,2025-06-04T12:56:23.195106,invoice,CONTACT3,ACCOUNT3,6859,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T11:46:23.195106,mail,CONTACT1,ACCOUNT1,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T11:56:23.195106,call,CONTACT1,ACCOUNT1,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T12:06:23.195106,call,CONTACT1,ACCOUNT1,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T12:16:23.195106,meeting,CONTACT1,ACCOUNT1,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T12:26:23.195106,call,CONTACT1,ACCOUNT1,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T12:36:23.195106,quote,CONTACT1,ACCOUNT1,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T12:46:23.195106,salesorder,CONTACT1,ACCOUNT1,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
58441c94-4ba0-4c22-a331-6c086bfa9dc5,2025-07-01T12:56:23.195106,invoice,CONTACT1,ACCOUNT1,584,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
58aae8a4-0270-45f2-8dbc-467cf28d7acd,2025-06-29T11:46:23.188851,mail,CONTACT8,ACCOUNT8,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
58aae8a4-0270-45f2-8dbc-467cf28d7acd,2025-06-29T11:56:23.188851,meeting,CONTACT8,ACCOUNT8,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
58aae8a4-0270-45f2-8dbc-467cf28d7acd,2025-06-29T12:06:23.188851,call,CONTACT8,ACCOUNT8,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
58aae8a4-0270-45f2-8dbc-467cf28d7acd,2025-06-29T12:16:23.188851,quote,CONTACT8,ACCOUNT8,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
58aae8a4-0270-45f2-8dbc-467cf28d7acd,2025-06-29T12:26:23.188851,salesorder,CONTACT8,ACCOUNT8,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
58aae8a4-0270-45f2-8dbc-467cf28d7acd,2025-06-29T12:36:23.188851,invoice,CONTACT8,ACCOUNT8,466,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T11:46:23.195106,mail,CONTACT34,ACCOUNT34,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T11:56:23.195106,call,CONTACT34,ACCOUNT34,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T12:06:23.195106,call,CONTACT34,ACCOUNT34,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T12:16:23.195106,meeting,CONTACT34,ACCOUNT34,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T12:26:23.195106,call,CONTACT34,ACCOUNT34,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T12:36:23.195106,quote,CONTACT34,ACCOUNT34,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T12:46:23.195106,salesorder,CONTACT34,ACCOUNT34,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
5942e074-f74e-4165-bf5a-589e17c003e4,2025-06-22T12:56:23.195106,invoice,CONTACT34,ACCOUNT34,2271,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
59e32874-df29-4a48-bc3b-3c3460a14ee9,2025-06-25T11:46:23.188851,mail,CONTACT26,ACCOUNT26,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
59e32874-df29-4a48-bc3b-3c3460a14ee9,2025-06-25T11:56:23.188851,meeting,CONTACT26,ACCOUNT26,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
59e32874-df29-4a48-bc3b-3c3460a14ee9,2025-06-25T12:06:23.188851,call,CONTACT26,ACCOUNT26,,proposal,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
59e32874-df29-4a48-bc3b-3c3460a14ee9,2025-06-25T12:16:23.188851,quote,CONTACT26,ACCOUNT26,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
59e32874-df29-4a48-bc3b-3c3460a14ee9,2025-06-25T12:26:23.188851,salesorder,CONTACT26,ACCOUNT26,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
59e32874-df29-4a48-bc3b-3c3460a14ee9,2025-06-25T12:36:23.188851,invoice,CONTACT26,ACCOUNT26,4608,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
5bdcc679-08ed-40a1-9432-a31c43d2527a,2025-06-28T11:46:23.199626,mail,CONTACT11,ACCOUNT11,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
5bdcc679-08ed-40a1-9432-a31c43d2527a,2025-06-28T11:56:23.199626,call,CONTACT11,ACCOUNT11,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
5bdcc679-08ed-40a1-9432-a31c43d2527a,2025-06-28T12:06:23.199626,meeting,CONTACT11,ACCOUNT11,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
5bdcc679-08ed-40a1-9432-a31c43d2527a,2025-06-28T12:16:23.199626,call,CONTACT11,ACCOUNT11,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
5bdcc679-08ed-40a1-9432-a31c43d2527a,2025-06-28T12:26:23.199626,call,CONTACT11,ACCOUNT11,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T11:46:23.195106,mail,CONTACT25,ACCOUNT25,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T11:56:23.195106,call,CONTACT25,ACCOUNT25,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T12:06:23.195106,call,CONTACT25,ACCOUNT25,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T12:16:23.195106,meeting,CONTACT25,ACCOUNT25,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T12:26:23.195106,call,CONTACT25,ACCOUNT25,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T12:36:23.195106,quote,CONTACT25,ACCOUNT25,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T12:46:23.195106,salesorder,CONTACT25,ACCOUNT25,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
5ce5833c-c77e-4df2-b52f-6acd196a52f8,2025-06-18T12:56:23.195106,invoice,CONTACT25,ACCOUNT25,3459,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
5d1e4093-3859-4bf3-ab5e-6bef92f64ad8,2025-06-22T11:46:23.188851,mail,CONTACT19,ACCOUNT19,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
5d1e4093-3859-4bf3-ab5e-6bef92f64ad8,2025-06-22T11:56:23.188851,meeting,CONTACT19,ACCOUNT19,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
5d1e4093-3859-4bf3-ab5e-6bef92f64ad8,2025-06-22T12:06:23.188851,call,CONTACT19,ACCOUNT19,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
5d1e4093-3859-4bf3-ab5e-6bef92f64ad8,2025-06-22T12:16:23.188851,quote,CONTACT19,ACCOUNT19,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
5d1e4093-3859-4bf3-ab5e-6bef92f64ad8,2025-06-22T12:26:23.188851,salesorder,CONTACT19,ACCOUNT19,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
5d1e4093-3859-4bf3-ab5e-6bef92f64ad8,2025-06-22T12:36:23.188851,invoice,CONTACT19,ACCOUNT19,6701,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
611bc5ab-e091-4de1-b65c-af5d1c0ea204,2025-06-11T11:46:23.199626,mail,CONTACT2,ACCOUNT2,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
611bc5ab-e091-4de1-b65c-af5d1c0ea204,2025-06-11T11:56:23.199626,call,CONTACT2,ACCOUNT2,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
611bc5ab-e091-4de1-b65c-af5d1c0ea204,2025-06-11T12:06:23.199626,meeting,CONTACT2,ACCOUNT2,,proposal,,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""discontentment""}",,,,closed lost
611bc5ab-e091-4de1-b65c-af5d1c0ea204,2025-06-11T12:16:23.199626,call,CONTACT2,ACCOUNT2,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
611bc5ab-e091-4de1-b65c-af5d1c0ea204,2025-06-11T12:26:23.199626,call,CONTACT2,ACCOUNT2,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T11:46:23.195106,mail,CONTACT20,ACCOUNT20,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T11:56:23.195106,call,CONTACT20,ACCOUNT20,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T12:06:23.195106,call,CONTACT20,ACCOUNT20,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
63387866-5bbb-4f4e-b299-8a8ea87af450,2025-06-23T12:16:23.195106,meeting,CONTACT20,ACCOUNT20,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
